LN0001          001000000000086066000000000005000000000000081066000000000918934
LN0001          002000000000086066000000000004595000000000081471000000000837463
LN0001          003000000000086066000000000004187000000000081879000000000755584
LN0001          004000000000086066000000000003778000000000082288000000000673296
LN0001          005000000000086066000000000003366000000000082700000000000590596
LN0001          006000000000086066000000000002953000000000083113000000000507483
LN0001          007000000000086066000000000002537000000000083529000000000423954
LN0001          008000000000086066000000000002120000000000083946000000000340008
LN0001          009000000000086066000000000001700000000000084366000000000255642
LN0001          010000000000086066000000000001278000000000084788000000000170854
LN0001          011000000000086066000000000000854000000000085212000000000085642
LN0001          012000000000086070000000000000428000000000085642000000000000000
LN0002          001000000000888391000000000105000000000000783391000000029216609
LN0002          002000000000888391000000000102258000000000786133000000028430476
LN0002          003000000000888391000000000099507000000000788884000000027641592
LN0002          004000000000888391000000000096746000000000791645000000026849947
LN0002          005000000000888391000000000093975000000000794416000000026055531
LN0002          006000000000888391000000000091194000000000797197000000025258334
LN0002          007000000000888391000000000088404000000000799987000000024458347
LN0002          008000000000888391000000000085604000000000802787000000023655560
LN0002          009000000000888391000000000082794000000000805597000000022849963
LN0002          010000000000888391000000000079975000000000808416000000022041547
LN0002          011000000000888391000000000077145000000000811246000000021230301
LN0002          012000000000888391000000000074306000000000814085000000020416216
LN0002          013000000000888391000000000071457000000000816934000000019599282
LN0002          014000000000888391000000000068597000000000819794000000018779488
LN0002          015000000000888391000000000065728000000000822663000000017956825
LN0002          016000000000888391000000000062849000000000825542000000017131283
LN0002          017000000000888391000000000059959000000000828432000000016302851
LN0002          018000000000888391000000000057060000000000831331000000015471520
LN0002          019000000000888391000000000054150000000000834241000000014637279
LN0002          020000000000888391000000000051230000000000837161000000013800118
LN0002          021000000000888391000000000048300000000000840091000000012960027
LN0002          022000000000888391000000000045360000000000843031000000012116996
LN0002          023000000000888391000000000042409000000000845982000000011271014
LN0002          024000000000888391000000000039449000000000848942000000010422072
LN0002          025000000000888391000000000036477000000000851914000000009570158
LN0002          026000000000888391000000000033496000000000854895000000008715263
LN0002          027000000000888391000000000030503000000000857888000000007857375
LN0002          028000000000888391000000000027501000000000860890000000006996485
LN0002          029000000000888391000000000024488000000000863903000000006132582
LN0002          030000000000888391000000000021464000000000866927000000005265655
LN0002          031000000000888391000000000018430000000000869961000000004395694
LN0002          032000000000888391000000000015385000000000873006000000003522688
LN0002          033000000000888391000000000012329000000000876062000000002646626
LN0002          034000000000888391000000000009263000000000879128000000001767498
LN0002          035000000000888391000000000006186000000000882205000000000885293
LN0002          036000000000888392000000000003099000000000885293000000000000000
LN0003          001000000000500000000000000000000000000000500000000000004500000
LN0003          002000000000500000000000000000000000000000500000000000004000000
LN0003          003000000000500000000000000000000000000000500000000000003500000
LN0003          004000000000500000000000000000000000000000500000000000003000000
LN0003          005000000000500000000000000000000000000000500000000000002500000
LN0003          006000000000500000000000000000000000000000500000000000002000000
LN0003          007000000000500000000000000000000000000000500000000000001500000
LN0003          008000000000500000000000000000000000000000500000000000001000000
LN0003          009000000000500000000000000000000000000000500000000000000500000
LN0003          010000000000500000000000000000000000000000500000000000000000000
LN0004          001000000002245452000000000359259000000001886193000000121570596
LN0004          002000000002245452000000000353770000000001891682000000119678914
LN0004          003000000002245452000000000348266000000001897186000000117781728
LN0004          004000000002245452000000000342745000000001902707000000115879021
LN0004          005000000002245452000000000337208000000001908244000000113970777
LN0004          006000000002245452000000000331655000000001913797000000112056980
LN0004          007000000002245452000000000326086000000001919366000000110137614
LN0004          008000000002245452000000000320500000000001924952000000108212662
LN0004          009000000002245452000000000314899000000001930553000000106282109
LN0004          010000000002245452000000000309281000000001936171000000104345938
LN0004          011000000002245452000000000303647000000001941805000000102404133
LN0004          012000000002245452000000000297996000000001947456000000100456677
LN0004          013000000002245452000000000292329000000001953123000000098503554
LN0004          014000000002245452000000000286645000000001958807000000096544747
LN0004          015000000002245452000000000280945000000001964507000000094580240
LN0004          016000000002245452000000000275228000000001970224000000092610016
LN0004          017000000002245452000000000269495000000001975957000000090634059
LN0004          018000000002245452000000000263745000000001981707000000088652352
LN0004          019000000002245452000000000257978000000001987474000000086664878
LN0004          020000000002245452000000000252195000000001993257000000084671621
LN0004          021000000002245452000000000246394000000001999058000000082672563
LN0004          022000000002245452000000000240577000000002004875000000080667688
LN0004          023000000002245452000000000234743000000002010709000000078656979
LN0004          024000000002245452000000000228892000000002016560000000076640419
LN0004          025000000002245452000000000223024000000002022428000000074617991
LN0004          026000000002245452000000000217138000000002028314000000072589677
LN0004          027000000002245452000000000211236000000002034216000000070555461
LN0004          028000000002245452000000000205316000000002040136000000068515325
